Title,Properties
Maqdir Ismail,"{{Infobox person
| honorific_prefix   = 
| name               = Maqdir Ismail
| honorific_suffix   = 
| image              = 
| caption            = 
| birth_name         = 
| birth_date         = {{Birth date and age|1954|8|18}}
| birth_place        = [[Baturaja, Ogan Komering Ulu|Baturaja]], [[Sumatera Selatan]], Indonesia
| death_date         = 
| death_place        = 
| alma_mater         = {{ubl|[[Universitas Islam Indonesia]]|[[Universitas Western Australia]]|[[Universitas Indonesia]]}}
| occupation         = Pengacara
| years_active       = 1980–sekarang
| known_for          = 
| notable_works      = 
| party              = [[Partai Demokrasi Indonesia Perjuangan|PDI Perjuangan]]
| otherparty         =
| spouse             = 
| children           = 
| parents            = 
| mother             = 
| father             = 
| relatives          = 
| awards             = 
}}"
Berkas:Kamp Moncongloe5.jpg,
Jusuf Wanandi,"{{Infobox Officeholder
|honorific-prefix = 
|name             = Jusuf Wanandi
|image            = 
|imagesize        = 
|caption          = 
|order            = 
|office1          = 
|president1       = 
|term_start1      = 
|term_end1        = 
|predecessor1     = 
|successor1       = 
|birth_date       = {{birth date and age|1937|11|15}}
|birth_place      =  [[Kota Sawahlunto|Sawahlunto]], [[Sumatera Barat]], [[Hindia Belanda]]
|death_date       = 
|death_place      = 
|party            = 
|relations        = [[Sofjan Wanandi]] (adik)
|spouse           = 
|children         = 
|parents          = Liem Gim To & Tjoa Gim Jong Nio
|residence        = 
|alma_mater       = 
|occupation       =
|religion         = [[Katolik]]
}}"
Oto Iskandar di Nata,"{{Infobox person
|name             = Raden Otto Iskandardinata <br />
|other_names       = [[Si Jalak Harupat]]
|image            = Otto Iskandardinata Youth.jpg
|imagesize=280px
|caption           = otto Iskandardinata saat masih muda
|birth_date       = {{birth date|1897|3|31}}
|birth_place      = [[Bojongsoang, Bojongsoang, Bandung|Bojongsoang]], [[Bandung]]
|death_date       = {{death date and age|1945|12|20|1897|3|31}}
|disappeared_date          =
|disappeared_place         =
|disappeared_status        =
|death_place               = [[Mauk, Tangerang|Mauk]], [[Kabupaten Tangerang|Tangerang]], [[Banten]], [[Indonesia]].
|death_cause               = Dibunuh ''Laskar Hitam''.
|body_discovered           = Tidak pernah ditemukan.
|resting_place             =
|resting_place_coordinates =
|monuments                 = Monumen Pasir Pahlawan, Lembang, Bandung.
|education        = [[HIS|Hollandsch-Inlandsche School (HIS)]], Bandung<br /> [[Kweekschool Onderbouw]], Bandung<br /> [[Hogere Kweekschool]], Purworejo, Jawa Tengah.
|awards=[[Pahlawan Nasional]]
|occupation      = Menteri Negara pada kabinet yang pertama Republik Indonesia tahun 1945.
|party            =
|organization     = * Budi Utomo, Wakil Ketua Bandung, 1921-1924
* Budi Utomo, Wakil Ketua Pekalongan, 1924
* Anggota Gemeenteraad Pekalongan
* Paguyuban Pasundan, Sekretaris Pengurus Besar, 1928. Ketua 1929-1942.<ref>Organisasi tersebut bergerak dalam bidang pendidikan, sosial-budaya, politik, ekonomi, kepemudaan, dan pemberdayaan perempuan.</ref>
* Anggota Volksraad, 1930-1941.
* Pemimpin surat kabar Tjahaja (1942-1945)
* Anggota [[BPUPKI]]
* Anggota [[PPKI]]
|spouse           =
|relatives        = * Dicky Iskandardinata
* [[Nia Dinata|Nurkurniati Aisyah Dewi]] (cucu)
|religion         = Islam
|languages_spoken = [[Bahasa Indonesia|Indonesia]]
|ethnicity        = [[Sunda]]
|home_town        = [[Bojongsoang, Bandung|Bojongsoang]], [[Kabupaten Bandung]]
|signature        =
}}"
De-Soekarnoisasi,
Tragedi Peudada,
Burhanuddin Harahap,"{{Infobox PM
|name           = {{PAGENAME}}
|image          = Burhanuddin Harahap.jpg
|caption        = Burhanuddin Harahap pada tahun 1956
|office         = Perdana Menteri Indonesia
|order          = ke-9
|term_start     = 11 Agustus 1955
|term_end       = 20 Maret 1956
|president      = [[Soekarno]]
|deputy         = Djanoe Ismail<br>[[Harsono Tjokroaminoto]]
|predecessor    = [[Ali Sastroamidjojo]]
|successor      = Ali Sastroamidjojo
|office1        = Menteri Pertahanan Indonesia
|order1         = ke-8
|term_start1    = 12 Agustus 1955
|term_end1      = 24 Maret 1956
|president1     = [[Soekarno]]
|primeminister1 = ''Dirinya sendiri''
|predecessor1   = [[Iwa Koesoemasoemantri]]
|successor1     = [[Ali Sastroamidjojo]]
|birth_date     = {{birth date|1917|2|12}}
|birth_place    =  [[Medan]], [[Hindia Belanda]]
|death_date     = {{death date and age|1987|6|14|1917|2|12}}
|death_place    = [[Jakarta]], [[Indonesia]]
|nationality    = [[Indonesia]]
|party          = [[Partai Masyumi (1945)|Masyumi]]
|spouse         = 
|children       =
|profession     = [[Politikus]]
<!--|religion    = [[Islam]]-->
}}"
Hamengkubuwana IX,"{{Infobox officeholder
| honorific_prefix    = Ingkang Sinuwun Sri Sultan
| name                = Hamengkubuwana IX<br>{{jav|ꦲꦩꦼꦁꦏꦸꦨꦸꦮꦤ꧇꧙꧇}}
| image               = Hamengkubawono IX Official Portrait.jpg
| caption             = Sri Sultan Hamengkubuwana IX
| office              = Sultan Yogyakarta
| order               = ke-9
| term_start          = 18 Maret 1940
| term_end            = 2 Oktober 1988
| term_label          = Mulai bertakhta
| predecessor         = [[Hamengkubuwana VIII]]
| successor           = [[Hamengkubuwana X]]
| office2             = Wakil Presiden Indonesia
| order2              = ke-2
| term_start2         = 23 Maret 1973
| term_end2           = 23 Maret 1978
| president2          = [[Soeharto]]
| predecessor2        = [[Mohammad Hatta]]
| successor2          = [[Adam Malik]]
| office3             = Daftar Menteri Koordinator Bidang Perekonomian Indonesia{{!}}Menteri Koordinator Ekonomi, Keuangan, dan Industri Indonesia
| order3              = ke-1
| term_start3         = 25 Juli 1966
| term_end3           = 29 Maret 1973
| president3          = Soeharto
| predecessor3        = ''Tidak ada, jabatan baru''
| successor3          = [[Widjojo Nitisastro]]
| office4             = Daftar Wakil Perdana Menteri Indonesia{{!}}Wakil Perdana Menteri Indonesia
| order4              = ke-5
| term_start4         = 6 September 1950
| term_end4           = 27 April 1951
| president4          = [[Soekarno]]
| primeminister4      = [[Mohammad Natsir]]
| predecessor4        = [[Abdul Hakim]]
| successor4          = [[Suwiryo]]
| term_label5         = Masa jabatan <small>(ad interim)</small>
| term_start5         = 18 Maret 1966
| term_end5           = 27 Maret 1966
| alongside5          = [[Johannes Leimena]], [[Adam Malik]] <small>([[Ad interim|a.i.]])</small>, [[Idham Chalid]], [[Roeslan Abdulgani]]
| primeminister5      = Soekarno
| predecessor5        = [[Soebandrio]]<br /><small>(Wakil Perdana Menteri I)</small>
| term_start6         = 31 Maret 1966
| term_end6           = 25 Juli 1966
| alongside6          = Johannes Leimena, Adam Malik, Soeharto, Idham Chalid
| successor6          = ''Jabatan dihapuskan''
| office7             = [[Kementerian Indonesia|Menteri Negara Indonesia]]
| 1blankname7         = {{nobold|1948; 1949}}
| 1namedata7          = Menteri Negara
| 2blankname7         = {{nobold|1948–1950<br>1952–1953}}
| 2namedata7          = [[Daftar Menteri Pertahanan Indonesia|Menteri Pertahanan]]
| 3blankname7         = {{nobold|1964–1966}}
| 3namedata7          = [[Daftar Ketua Badan Pemeriksa Keuangan Republik Indonesia|Menteri/Ketua Badan Pemeriksa Keuangan]]
| 4blankname7         = {{nobold|1966}}
| 4namedata7          = [[Daftar Menteri Pariwisata Indonesia|Menteri Pariwisata]]
| office8             = Gubernur Daerah Istimewa Yogyakarta
| order8              = ke-1
| term_start8         = 4 Maret 1950
| term_end8           = 2 Oktober 1988
| lieutenant8         = Paku Alam VIII
| successor8          = [[Paku Alam VIII]]
| office9             = Ketua Kwartir Nasional Gerakan Pramuka
| order9              = ke-1
| term_start9         = 14 Agustus 1961
| term_end9           = 27 November 1974
| predecessor9        = ''Tidak ada, jabatan baru''
| successor9          = [[M. Sarbini]]
| office10            = Komite Olahraga Nasional Indonesia
| order10             = ke-1
| term_start10        = 1967
| term_end10          = 1986
| predecessor10       = ''Tidak ada, jabatan baru''
| successor10         = [[Surono Reksodimedjo]]
| birth_name          = Gusti Raden Mas Dorodjatun
| birth_date          = {{birth date|1912|4|12}}
| birth_place         = Ngasem, [[Kesultanan Ngayogyakarta Hadiningrat]], [[Keresidenan Yogyakarta]], [[Hindia Belanda]]
| death_date          = {{death date and age|1988|10|2|1912|4|12}}{{Efn|name=Sultan Wafat}}
| death_place         = [[Washington, D.C.]], [[Amerika Serikat]]
{{Infobox royalty|embed=yes
| burial_place   = [[Pemakaman Imogiri|Astana Saptorenggo, Imogiri]], [[Yogyakarta]]
| regnal name    = Ngarsa Dalem Sampeyan Dalem Ingkang Sinuwun Kanjeng Sultan Hamengkubuwana Senapati-ing-Ngalaga 'Abdurrahman Sayyidin Panatagama Khalifatullah ingkang Jumeneng Kaping Sanga ing Ngayogyakarta Hadiningrat
| house          = [[Wangsa Mataram|Mataram]]
| father         = [[Hamengkubuwana VIII|Sultan Hamengkubuwana VIII]]
| mother         = Kanjeng Raden Ayu Adipati Anom Hamengkunegara (Raden Ajeng Kustilah)
| occupation     =
| religion       = [[Islam]]}}
| signature           = Sign HBIX.png
| branch              = [[Berkas:Insignia of the Indonesian Army.svg|25px|ki]] [[TNI Angkatan Darat]]
| rank                = [[File:22-TNI Army-GEN.svg|25px| ]] [[Jenderal]] [[TNI]] ([[Tituler|Tit.]])<ref>{{Cite web|url=https://anri.sikn.go.id/index.php/keputusan-presiden-republik-indonesia-serikat-nomor-14-tahun-1950-tentang-pemberian-pangkat-militair-titulair-jenderal-kepada-j-m-hamengku-buwono-ix|title=Keputusan Presiden Republik Indonesia Serikat Nomor 14 Tahun 1950 Tentang Pemberian Pangkat Militair Titulair Jenderal kepada J.M. Hamengku Buwono IX|date=4 Januari 1950|access-date=2021-09-29|website=Sistem Informasi Kearsipan Nasional|publisher=[[Arsip Nasional Republik Indonesia]]|archive-date=2021-09-29|archive-url=https://web.archive.org/web/20210929033603/https://anri.sikn.go.id/index.php/keputusan-presiden-republik-indonesia-serikat-nomor-14-tahun-1950-tentang-pemberian-pangkat-militair-titulair-jenderal-kepada-j-m-hamengku-buwono-ix|dead-url=no}}</ref>
| serviceyears        = 1945–1953
| battles             = {{bulleted list|[[Revolusi Nasional Indonesia]]|[[Agresi Militer Belanda II]]|[[Serangan Umum 1 Maret 1949]]|[[Peristiwa Kudeta Angkatan Perang Ratu Adil]]}}
}}"
Fuad Bawazier,"{{Infobox Officeholder
|honorific-prefix = [[Doktor|Dr.]]
|name             = {{PAGENAME}}
|image            = Fuad Bawazier.jpg
|imagesize        = 
|caption          = 
|office           = Menteri Keuangan Indonesia 
|order            = ke-19
|term_start       = 16 Maret 1998
|term_end         = 21 Mei 1998
|president        = [[Soeharto]]
|vicepresident    = [[Bacharuddin Jusuf Habibie]]
|predecessor      = [[Mar'ie Muhammad]]
|successor        = [[Bambang Subianto]]
|birth_date       = {{birth date and age|1949|8|22}}
|birth_place      =  [[Tegal]], [[Jawa Tengah]], [[Indonesia]]
|death_date       = 
|death_place      = 
|party            = [[Partai Golongan Karya|Golkar]] (–1998) <br>[[Partai Amanat Nasional|PAN]] (1998–2006) <br>[[Partai Hati Nurani Rakyat|Hanura]] (2006–14)<ref>{{Cite news|url=http://fokus.news.viva.co.id/news/read/506272-hary-tanoe-dan-fuad-bawazier-mundur-hanura-pecah|title=Hary Tanoe dan Fuad Bawazier Mundur, Hanura Pecah?|date=22 Mei 2014|first=Aries|last=Setiawan|first2=Erick|last2=Tanjung|first3=Syahrul|last3=Ansyari|access-date=10 Januari 2017|work=[[VIVA.co.id]]|archive-date=2017-01-10|archive-url=https://web.archive.org/web/20170110090131/http://fokus.news.viva.co.id/news/read/506272-hary-tanoe-dan-fuad-bawazier-mundur-hanura-pecah|dead-url=no}}</ref> <br>[[Partai Gerakan Indonesia Raya|Partai Gerindra]] (2015–)<ref>{{Cite news|url=http://news.metrotvnews.com/read/2015/04/08/382898/fuad-bawazier-bergabung-ke-partai-gerindra|title=Fuad Bawazier Bergabung ke Partai Gerindra|access-date=10 Januari 2017|date=8 April 2015|work=[[MetroTV|Metrotvnews.com]]|last=KRI|archive-date=2017-01-10|archive-url=https://web.archive.org/web/20170110164009/http://news.metrotvnews.com/read/2015/04/08/382898/fuad-bawazier-bergabung-ke-partai-gerindra|dead-url=yes}}</ref>
|spouse           = Soerjati
|children         = [[Mohamad Hekal|Muhammad Haikal Bawazier]]<Br>[[Nora Bawazier]]<Br>Mohammad Yamin
|residence        = 
|alma_mater       = [[SMA Negeri 1 Cilacap]] <br>[[Universitas Gadjah Mada]]<br>William College<Br>University of Maryland
|occupation       = Politisi
|religion         = [[Islam]]
}}"
Genosida Timor Timur,"{{Infobox civilian attack
| title            = Genosida Timor Leste
| partof           = [[Pendudukan Indonesia di Timor Leste]]
| image            = Sebastião Gomes grave.jpg
| image_size       = 300px
| alt              = 
| caption          = [[Pembantaian Santa Cruz]] terjadi di tengah [[prosesi]] pemakaman Sebastião Gomes tahun 1991.
| map              = 
| map_size         = 
| map_alt          = 
| map_caption      = 
| location         = [[Timor Leste]] di bawah [[Pendudukan Indonesia di Timor Leste|<br>pendudukan Indonesia]]
| target           = Menundukkan secara paksa bangsa Timor Leste ke pemerintah Indonesia
| coordinates      = 
| date             = Pendudukan berlangsung tahun 1975 sampai 1999, tetapi sebagian besar pembunuhan massal terjadi tahun 1970-an
| type             = [[Penghilangan paksa]], [[Pembantaian genosidal]]
| fatalities       = Perkiraan total korban tewas berkisar antara [[pendudukan Indonesia di Timor Leste#Jumlah korban tewas|100.000–300.000 jiwa]]
}}"
Kejatuhan Soeharto,"{{Infobox civil conflict
 | title             = Kejatuhan Soeharto
 | partof            = [[Reformasi Indonesia (1998–sekarang)|Reformasi Indonesia]]
 | image             = {{multiple image
 | border                 = infobox
 | total_width            = 300
 | image_style            = border:1;
 | perrow                 = 1/1/2
 | image1                 = Suharto resigns.jpg
 | image2                 = Jakarta riot 14 May 1998.jpg
 | image3                 = May 1998 Trisakti incident.jpg
 | image4                 = November 1998 Semanggi demonstrations.jpg
}} Searah jarum jam, dari atas: {{flatlist|
* [[Presiden Indonesia]] [[Soeharto]] menyampaikan [[pengunduran diri]] dari jabatannya
* Para perusuh membakar perabot kantor di jalan-jalan [[Jakarta]]
* Mahasiswa memprotes pemerintah
* Mahasiswa [[Universitas Trisakti]] dan polisi pada [[Tragedi Trisakti|bentrok]]
}}
 | date              = 4–21 Mei 1998
 | place             = [[Indonesia]]
 | causes            =
 | result            = Kejatuhan [[Orde Baru (Indonesia)|Orde Baru]]
* Presiden Soeharto mengundurkan diri
* Peresmian [[B.J. Habibie]] sebagai presiden
* Pembentukan [[Kabinet Reformasi Pembangunan]]
* [[Referendum kemerdekaan Timor Leste 1999|Referendum kemerdekaan]] untuk [[Timor Timur]] pada 30 Agustus 1999
 | leadfigures1      = {{flagicon|Indonesia}} [[Soeharto]]<br />{{nowrap|{{flagicon|Indonesia}} [[Feisal Tanjung]]}}<br />{{nowrap|{{flagicon|Indonesia}} [[Prabowo Subianto]]}}<br />{{flagicon|Indonesia}} [[Wiranto]]<br />''Berbagai politisi dan jenderal lainnya''
 | leadfigures2      = {{flagicon|Indonesia}} [[Amien Rais]]<br />{{nowrap|{{flagicon|Indonesia}} [[Megawati Soekarnoputri]]}}<br />{{flagicon|Indonesia}} [[Harmoko]]<br />''Berbagai pemimpin mahasiswa dan politisi oposisi lainnya''
}}"
Setya Novanto,"{{Infobox Officeholder
|honorific-prefix   = <!-- Hanya gelar kehormatan/kenegaraan (non-akademis) -->
|honorific-suffix   = <!-- Hanya gelar kehormatan/kenegaraan (non-akademis) -->
|name               = Setya Novanto
|image              = Setya Novanto, Ketua DPR RI.jpg
|imagesize          =  
|other_names        = 
|ethnicity          = 
|office             = Ketua Dewan Perwakilan Rakyat
|order              = ke-16
|term_start         = 30 November 2016
|term_end           = 11 Desember 2017
|predecessor        = [[Ade Komarudin]]
|president          = [[Joko Widodo]]
|successor          = [[Fadli Zon]] (Pelaksana Tugas)<br>[[Bambang Soesatyo]]
|lieutenant         = [[Fadli Zon]]<br/>[[Agus Hermanto]]<br/>[[Taufik Kurniawan]]<br/>[[Fahri Hamzah]]
|term_start1        = 2 Oktober 2014
|term_end1          = 16 Desember 2015
|president1         = [[Susilo Bambang Yudhoyono]] <br /> [[Joko Widodo]]
|predecessor1       = [[Marzuki Alie]]
|successor1         = [[Ade Komarudin]]
|office2            = Ketua Umum Partai Golongan Karya
|order2             = ke-10
|term_start2        = 17 Mei 2016
|term_end2          = 13 Desember 2017
|lieutenant2        = 
|predecessor2       = [[Aburizal Bakrie]]
|successor2         = [[Airlangga Hartarto]]
|office3            = Anggota [[Dewan Perwakilan Rakyat Republik Indonesia]]
|term_start3        = 1 Oktober 1999
|term_end3          = 11 Desember 2017
|constituency3      = [[Timor Timur]]<ref>[https://www.mail-archive.com/permias@listserv.syr.edu/msg07539.html Anggota DPR-RI 1999-2004], diakses 29 Desember 2021.</ref><br><small>(1999—2004)</small><ref>https://id.quora.com/Timor-Timur-lepas-dari-Indonesia-pada-Oktober-1999-Apakah-ini-memengaruhi-posisi-anggota-DPR-periode-1999-2004-yang-berasal-dari-daerah-pemilihan-Timor-Timur?ch=10&oid=32927070&share=06f96207&srid=ewB6U&target_type=question</ref><br>[[Daftar daerah pemilihan nasional Indonesia|Nusa Tenggara Timur II]]<br><small>(2004—2017)</small>
|predecessor3       = <!-- kalau mengganti di tengah jabatan -->
|successor3         = [[Imanuel Ekadianus Blegur]]
|majority3          = 
|birth_date         = {{birth date and age|1955|11|12|mf=yes}} <ref name=""merdeka.com 1"">{{cite web |url=http://profil.merdeka.com/indonesia/s/setya-novanto/ |title=Setya Novanto - Profil |author= |date=|work= |publisher= [[Merdeka.com]] |accessdate=December 3, 2015}}</ref>
|birth_place        = [[Bandung]], [[Jawa Barat]], [[Indonesia]]<ref name=""merdeka.com 1""/>
|death_date         = 
|death_place        = 
|party              = [[Partai Golongan Karya]]
|spouse             = Luciana Lily Herliyanti <br> Deisti Astriani Tagor, S.H. 
|relations          = <!-- Nama keluarga; termasuk hanya jika subjek secara independen sudah terkenal atau sangat relevan; bila ada rujukan/referensi, uraikan pada artikel -->
|children           = <!-- Kolom ini diisi hanya jumlah anak; hanya nama anak yang secara independen sudah terkenal atau telah memiliki artikelnya di Wikipedia; bila ada rujukan/referensi, uraikan pada artikel -->'''Pernikahan dengan Luciana Lily Herliyanti:''' 2<br>'''Pernikahan dengan Deisti Astriani Tagor''': 2 
|occupation         = [[Politisi]]
|networth           = 
|alma_mater         = [[Universitas Katolik Widya Mandala Surabaya]]<br/>[[Universitas Trisakti]]
|religion           = <!-- Kosongkan bagian ini; kolom terkait Suku, Agama dan Ras telah dinonaktifkan -->
}}"
Suyono Sosrodarsono,"{{Infobox Officeholder
|name               = {{PAGENAME}}
|image              = MenPU Suyono Sosrodarsono.jpg
|imagesize          =
|caption            = 
|office             = Menteri Pekerjaan Umum Indonesia
|order              = ke-18
|term_start         = 19 Maret 1983
|term_end           = 21 Maret 1988
|president          = [[Soeharto]]
|predecessor        = [[Purnomosidi Hadjisarosa]]
|successor          = [[Radinal Mochtar]] 
|birth_date         = {{birth date|1926|3|3}}
|birth_place        = {{negara|Hindia Belanda}} [[Madiun]], [[Jawa Timur]], [[Hindia Belanda]]
|death_date         = {{death date and age|2019|8|17|1926|3|3}}
|death_place        = [[Jakarta]], [[Indonesia]]
|nationality        = [[Indonesia]]
|party              = 
|spouse             = dr. Astuti Suyono Sosrodarsono
|relations          = 
|children           = 
|alma_mater         = [[Institut Teknologi Bandung]]
|occupation         = 
|profession         = 
|religion           =  [[Islam]]
|signature          = 
|website            = 
|footnotes          = 
}}"
Front Revolusi Independen Timor Leste,"{{Infobox Political Party
| name = {{nowrap|Front Revolusi untuk Kemerdekaan Timor Leste}}
| native_name = {{small|''Frente Revolucionária de Timor-Leste Independente''}}
| abbreviation = Fretilin, FRETILIN
| logo = 
| logo_size = 150px
| president = [[Francisco Guterres|Francisco ""Lu Olo"" Guterres]]
| secretary_general = [[Mari Alkatiri]]
| foundation = {{start date|1974|05|20|df=y}} ([[Asosiasi Demokratik Sosial Timor|ASDT]])<br/> 11 September 1974 (Fretilin)
| headquarters = Avenida Martires da Patria, Comoro, [[Dili]], [[Timor Leste]]
| youth_wing = Organisasi Pemuda dan Pelajar Timor Leste
| wing1_title = Sayap paramiliter
| wing1 = [[FALINTIL]] (1975–2001)<br>(2001–) sebagai angkatan bersenjata Timor Timur
| ideology = [[Sosialisme demokratis]]<br>[[Demokrasi sosial]]<br>[[Nasionalisme sayap kiri]] <br> '''Sekitar 1975:'''<br> [[Marxisme-Leninisme]]
| position = [[Politik sayap kiri|Sayap-kiri]]<br>""'''Sekitar 1975:'''<br>[[Kiri jauh|Kiri-jauh]]
| international = [[Aliansi Progresif]] {{br}} [[Sosialis Internasional]] (Konsultatif)
| colours = [[Merah]], [[Hitam]], [[Kuning]]
| colorcode = Black
| seats1_title = [[Parlamento Nacional]]
| seats1 = {{Composition bar|23|65|hex=red}}
| flag = [[Berkas:Flag of FRETILIN (East Timor).svg|155px]]
| website =
| country = Timor Leste
}}"
Syarief Thayeb,"{{Infobox Officeholder
| honorific-prefix    = <small>[[Letnan Jenderal]] [[TNI]] ([[Purnawirawan|Purn.]]) [[Honoris Causa|Dr. (H.C.)]] [[dr.]]</small>
| name                = {{PAGENAME}}
| image               = File:Syarief Thayeb, Duta Besar RI untuk Amerika Serikat.jpg
| imagesize           = 
| caption             = 
| office              = Menteri Pendidikan dan Kebudayaan Indonesia
| order               = ke-16
| term_start          = 22 Januari 1974
| term_end            = 29 Maret 1978
| president           = [[Soeharto]]
| predecessor         = [[Soemantri Brodjonegoro]]
| successor           = [[Daoed Joesoef]]
| predecessor4        = [[Thoyib Hadiwidjaja]]
| successor4          = [[Johannes Leimena]]
| office4             = Menteri Perguruan Tinggi dan Ilmu Pengetahuan Indonesia
| order4              = ke-3
| term_start4         = 27 Agustus 1964
| term_end4           = 24 Februari 1966
| president4          = [[Soekarno]]
| term_start5         = 18 Maret 1966
| term_end5           = 27 Maret 1966<br>ad-interim
| predecessor5        = [[Johannes Leimena]]
| successor5          = [[Mashuri Saleh]]
| office1             = Menteri Luar Negeri Indonesia
| order1              = <br/><small>ad-interim</small>
| president1          = [[Soeharto]]
| term_start1         = 1 Oktober 1977
| term_end1           = 29 Maret 1978
| predecessor1        = [[Adam Malik]]
| successor1          = [[Mochtar Kusumaatmadja]]
| office3             = Duta Besar Indonesia untuk Amerika Serikat
| order3              = ke-7
| term_start3         = 1971
| term_end3           = 1974
| predecessor3        = [[Soedjatmoko]]
| successor3          = [[Roesmin Noerjadin]]
| office6             = Rektor Universitas Indonesia
| order6              = ke-5
| term_start6         = 1962
| term_end6           = 1964
| predecessor6        = [[Soedjono Djoened Poesponegoro|Soedjono D. Poesponegoro]]
| successor6          = [[Sumantri Brodjonegoro]]
| birth_date          = {{birth date|1920|7|7|df=y}}
| birth_place         = [[Peureulak]], [[Aceh]], [[Hindia Belanda]]
| death_date          = {{death date and age|1989|11|11|1920|7|7|df=y}}
| death_place         = 
| party               = 
| spouse              = 
| parents             = [[Teuku Chik Mohammad Thayeb]]
| relatives           = [[Hadi Thayeb|Teuku Mohammad Hadi Thayeb]] (saudara)
| children            = 
| residence           = 
| alma_mater          = [[Universitas Indonesia|Ika Dai Gaku]]<br/>[[Harvard University]]<br/>Mindanao University
| occupation          = Tentara <br/> Dokter
| religion            = [[Islam]]
}}"
Transmigrasi,
Witarmin,"{{Infobox Officeholder
| honorific-prefix    = <small>[[Letnan Jenderal]] [[TNI]] (Purn.)</small>
| name                = {{PAGENAME}}
| image               = Witarmin.jpg
| imagesize           = 
| caption             = 
| office              = Komandan Jenderal Komando Pasukan Khusus
| birth_date          = {{birth date|1925|2|2}}
| birth_place         = [[Berkas:Flag of the Netherlands.svg|tepi|link=Hindia Belanda|22px]] [[Kertosono]], [[Nganjuk]], [[Jawa Timur]], Indonesia
| death_date          = {{death date and age|1983|7|5|1925|2|2}}
| death_place         = [[Surabaya]], [[Jawa Timur]], Indonesia
| allegiance          = {{flag|Indonesia}}
| serviceyears        = 1942 - 1983
| rank                = [[Berkas:Pdu_letjendtni_komando.png|25px]] [[Letnan Jenderal]] [[TNI]]
| branch              = [[Berkas:Insignia of the Indonesian Army.svg|25px]] [[TNI Angkatan Darat]]
| unit                = [[Infanteri]] ([[Kopassandha]])
| awards              = 
| party               = 
| spouse              = Ny. Suratmi
| children            = 1. Nunuk Indrinuswati<br />2. Wiwiek Dwi Judajati<br />3. Anik Umi Heriyani<br />4. Sudiono
| residence           = 
| alma_mater          = 
| occupation          = 
| religion            = 
| order               = ke-7
| term_start          = 1970
| term_end            = 1975
| predecessor         = Brigjen TNI [[Widjoyo Suyono]]
| successor           = Brigjen TNI [[Yogie Suardi Memet]]
}}"
Umar Kayam,"{{Infobox person
| name          = Umar Kayam
| image         = Umar Kayam, Indonesia Literary Pioneers, 00.53.jpg
| birth_date    = {{birth date|1932|4|30}}
| birth_place   =  [[Kabupaten Ngawi|Ngawi]], [[Hindia Belanda]]
| death_date    = {{death date and age|2002|3|16|1932|4|30}}
| death_place   =  [[Jakarta]], [[Indonesia]]
| nationality   = Indonesia
| occupation    = Sastrawan, budayawan, sosiologi, akademisi, aktor, birokrat
| notable_works = ''[[Para Priyayi]]''
| children = [[Anindyo Baskoro]] (cucu)<ref>{{Cite news|date=4 Oktober 2020|title=Ayah Meninggal, Nino Kayam: Gantian Aku Angkat Bapak ke Peristirahatan Terakhir|url=https://seleb.tempo.co/read/1392767/ayah-meninggal-nino-kayam-gantian-aku-angkat-bapak-ke-peristirahatan-terakhir/full&view=ok|work=[[Tempo.co]]|access-date=18 Desember 2020|language=id}}{{Pranala mati|date=Januari 2023 |bot=InternetArchiveBot |fix-attempted=yes }}</ref><ref>{{Cite web|last=@ninokayam|first=|date=3 Februari 2019|title=""Bersama Ibu, @nuranipertiwi, Mbah Putri & Mbah Kakung. Ancol 92’.""|url=https://www.instagram.com/p/BtavtCZFNIh/?hl=en|website=[[Instagram]]|access-date=18 Desember 2020}}</ref>
}}"
Hadisoebeno Sosrowerdojo,"{{Kotak info Gubernur
|honorific-prefix= 
|honorific-suffix=
|name        = Hadisubeno Sosrowerdojo
|image       = Hadisubeno Sosrowerdojo (restored).jpg
|alt         = 
|caption     = 
|office1= Gubernur Jawa Tengah
|order1= ke-4
|term_start1= 4 Januari 1958
|term_end1= 15 Januari 1960
|lieutenant1= 
|predecessor1= [[R. M. T. Soekardji Mangoen Koesoemo]]
|successor1= [[Mochtar]]
|office2=  Wali Kota Semarang
|order2= ke-3
|term_start2= 1951
|term_end2= 1958
|lieutenant2= 
|predecessor2= [[Mr. Koesbiyono Tjondrowibowo]]
|successor2= [[Abdulmadjid Djojoadiningrat]]
|birth_name  = 
|birth_date  = {{Birth date|1912|02|11}} 
|birth_place = [[Pacitan]], [[Keresidenan Madiun]], [[Hindia Belanda]]
|death_date  = {{death date and age|1971|04|24|1912|02|11}} 
|death_place = [[Semarang]], [[Jawa Tengah]], [[Indonesia]] 
|resting_place = [[Cilacap]], [[Jawa Tengah]]
|nationality= [[Indonesia]]
|other_names = Hadisubeno
|known_for   = Anggota [[Konstituante|Konstituante RI]] <br/> Walikota [[Semarang]] <br/> Gubernur [[Jawa Tengah]] <br/> Pejuang Angkatan '45 <br/> Ketua [[Partai Nasional Indonesia]] awal [[Orde Baru]]
|religion = [[Islam]]
|children= 
|spouse = 
|relatives= [[Soerjadi (politikus)|Soerjadi]] (menantu)
|occupation  = Gubernur [[Jawa Tengah]] <br/> Walikota [[Semarang]] <br/> [[Politikus]]
|party= [[Partai Nasional Indonesia]]
|profession= [[Politikus]]
|alma_mater= 
|footnotes= 
}}"
