iri,wikiurl,image,summary 
http://127.0.0.1:3333/FrederickAugustusI,https://id.wikipedia.org/wiki/Friedrich_Augustus_I_dari_Sachsen,https://upload.wikimedia.org/wikipedia/commons/6/68/Fryderyk_August_I.jpg,"Frederick Augustus I (nama lengkap: Frederick Augustus Joseph Maria Anton Johann Nepomuk Aloys Xavier) (bahasa Jerman: Friedrich August I.; lahir di Dresden, 23 Desember 1750, meninggal di Dresden, 5 Mei 1827) adalah Raja Sachsen (1805-1827) dari Wangsa Wettin.
Ia menjadi raja Sachsen pada tahun 1805, dan kekuasaannya berakhir pada tahun 1827."
http://127.0.0.1:3333/AbbasMirza,https://id.wikipedia.org/wiki/Abbas_Mirza,https://upload.wikimedia.org/wikipedia/commons/e/e1/AbbasMirza.png,"Abbas Mirza  (عباس میرزا dalam bahasa Persia) lahir di desa Nava, Mazandaran (20 Agustus 1789 – 25 Oktober 1833), adalah seorang pangeran mahkota Qajar dari Persia. Ia menjadi komandan militer saat berperang dengan Rusia dan Kekaisaran Ottoman


== Putra ==

Pangeran Mohammed Mirza, yang menjadi Mohammad Shah Qajar
Pangeran Bahram Mirza Mo'ez ed-Dowleh
Pangeran Djahangir Mirza
Pangeran Bahman Mirza
Pangeran Fereydoun Mirza Nayeb-ol-Eyaleh
Pangeran Eskandar Mirza
Pangeran Khosrow Mirza
Pangeran Ghahreman Mirza
Pangeran Ardeshir Mirza Rokn ed-Dowleh
Pangeran Ahmad Mirza Mo'in ed-Dowleh
Pangeran Ja'far Gholi Mirza
Pangeran Mostafa Gholi Mirza
Pangeran Soltan Morad Mirza Hessam-al-Saltaneh
Pangeran Manouchehr Mirza
Pangeran Farhad Mirza Mo'tamed ed-Dowleh
Pangeran Firouz Mirza Nosrat ed-Dowleh
Pangeran Khanlar Mirza Ehtesham ed-Dowleh
Pangeran Bahador Mirza
Pangeran Mohammad Rahim Mirza
Pangeran Mehdi Gholi Mirza
Pangeran Hamzeh Mirza Heshmat ed-Dowleh
Pangeran Ildirim Bayazid Mirza
Pangeran Lotfollah Mirza Shoa'a ed-Dowleh
Pangeran Mohammad Karim Mirza
Pangeran Ja'ffar Mirza
Pangeran Abdollah Mirza


== Lihat pula ==
Sejarah militer di Iran


== Catatan ==


== Referensi ==
The Persian Encyclopedia, articles on Abbas Mirza, Persia-Russia Wars, Persia-Ottoman wars, Golestan Treaty, and Torkaman-Chay Treaty.
Modern Iran. Keddie, Nikki.
Attribution
 Artikel ini menyertakan teks dari suatu terbitan yang sekarang berada pada ranah publik: Chisholm, Hugh, ed."
http://127.0.0.1:3333/LouisGabrielSuchet,https://id.wikipedia.org/wiki/Daftar_Marsekal_Kekaisaran_Prancis_Pertama,https://upload.wikimedia.org/wikipedia/commons/5/5d/Dominique-Catherine_P%C3%A9rignon.jpg,"Marsekal Kekaisaran (bahasa Prancis: Maréchal d'Empire) merupakan gelar sipil selama Kekaisaran Prancis Pertama. Gelar ini diciptakan oleh Sénatus-consulte pada 18 Mei 1804 dan untuk sebagian besar membangkitkan judul resmi yang sebelumnya dihapuskan, Marsekal Prancis. Berdasarkan Sénatus-consulte, seorang Marsekal adalah perwira utama dari sebuah Kekaisaran, berhak untuk posisi tertinggi di Pengadilan dan presiden dari electoral college."
http://127.0.0.1:3333/PangeranHohenlohe,https://id.wikipedia.org/wiki/Friedrich_Ludwig_dari_Hohenlohe-Ingelfingen,https://upload.wikimedia.org/wikipedia/commons/9/98/Friedrich_Ludwig%2C_prince_zu_Hohenlohe-Ingelfingen.jpg,"Frederick Louis, Pangeran Hohenlohe-Ingelfingen (bahasa Jerman: Friedrich Ludwig Fürst zu Hohenlohe-Ingelfingen) (31 Januari 1746 – 15 Februari 1818) adalah jendral Prusia dan putra tertua Pangeran John Frederick (Johann Friedrich; meninggal 1796) dari Hohenlohe-Ingelfingen.
Frederick Louis meninggal di Slawentzitz.


== Referensi ==
 Artikel ini menyertakan teks dari suatu terbitan yang sekarang berada pada ranah publik: Chisholm, Hugh, ed. (1911). ""perlu nama artikel ""."
http://127.0.0.1:3333/JeanBaptisteJulesBernadotte,https://id.wikipedia.org/wiki/Karl_XIV_Johan_dari_Swedia,https://upload.wikimedia.org/wikipedia/commons/6/6d/Carl_XIV_John_of_Sweden_%26_Norway_c_1840.jpg,"Karl XIV Johan, terlahir dengan nama Jean-Baptiste Bernadotte (26 Januari 1763 – 8 Maret 1844) adalah Raja Swedia dan Norwegia (dikenal dengan sebutan Karl III Johan) mulai tahun 1818 hingga meninggal.
Karena lahir di Prancis, Bernadotte tercatat lama berkarier di militer Prancis. Ia dinobatkan oleh Napoleon Bonaparte menjadi Marsekal Prancis, meskipun hubungan keduanya tidak bersahabat. Karier militernya di Prancis berhenti pada tahun 1810, ketika ia dicopot dari jabatannya oleh Napoleon di tengah-tengah Pertempuran Wagram, kemudian ia menerima tawaran dari Swedia untuk menjadi pangeran dan memihak koalisi untuk memusuhi Napoleon hingga berakhirnya perang."
http://127.0.0.1:3333/ClaudeVictor,"https://id.wikipedia.org/wiki/Claude_Victor-Perrin,_Duc_de_Belluno",https://upload.wikimedia.org/wikipedia/commons/8/8b/Claude-Victor_Perrin.jpg,"Claude Victor-Perrin, Adipati Belluno ke-1 (7 Desember 1764 – 1 Maret 1841) adalah seorang prajurit dan panglima militer Prancis yang bertugas pada Perang Revolusi Prancis dan Perang era Napoleon. Ia diangkat menjadi Marsekal Kekaisaran pada 1807 oleh Kaisar Napoleon I.


== Lihat pula ==
Daftar Marsekal Kekaisaran Prancis Pertama
Peperangan era Napoleon


== Referensi ==

Atribusi
 Artikel ini menyertakan teks dari suatu terbitan yang sekarang berada pada ranah publik: Chisholm, Hugh, ed. (1911). ""Victor-Perrin, Claude"". Encyclopædia Britannica."
http://127.0.0.1:3333/RobertJenkinson,https://id.wikipedia.org/wiki/Britania_Raya,https://upload.wikimedia.org/wikipedia/commons/b/b3/Aerial_photograph_of_Manchester%2C_Salford_and_Trafford.jpg,"Britania Raya, dengan nama resmi Perserikatan Kerajaan Britania Raya dan Irlandia Utara, secara informal dikenal dengan nama Inggris, adalah negara di Eropa Barat Laut, terletak di lepas pantai Eropa daratan. Negara ini terdiri dari Inggris, Skotlandia, Wales, dan Irlandia Utara. Di negara Britania Raya terdapat Pulau Britania Raya, bagian timur laut Pulau Irlandia, dan sebagian besar pulau-pulau berukuran kecil di Kepulauan Britania. Irlandia Utara berbatasan di darat dengan Republik Irlandia; selebihnya, Britania Raya dikelilingi oleh Samudra Atlantik, Laut Utara, Selat Inggris, Laut Keltik, dan Laut Irlandia. Luas total Britania Raya adalah 94.354 mil persegi (244.376 km2), dengan populasi yang diperkirakan hampir menyentuh 67,6 juta jiwa per tahun 2022."
http://127.0.0.1:3333/HoratioNelson,https://id.wikipedia.org/wiki/Horatio_Nelson,https://upload.wikimedia.org/wikipedia/commons/7/72/HoratioNelson1.jpg,"Laksamana Madya Horatio Nelson, 1st Viscount Nelson, Duke of Bronte, KB, RN (29 September 1758 – 21 Oktober 1805) adalah seorang laksamana Inggris yang terkenal karena jasa-jasanya dalam Perang Napoleon, terutama dalam Pertempuran Trafalgar, di mana ia wafat. Ia menjadi pahlawan angkatan laut terbesar dalam sejarah Britania Raya, melebihi Robert Blake dalam ketenaran. Biografinya oleh penulis puisi Robert Southey diterbitkan pada 1813, ketika perang tersebut masih berlangsung. Untuk mengenang kematiannya, didirikanlah monumen Nelson's Column, di Trafalgar Square, London."
http://127.0.0.1:3333/KadipatenMangkunagaran,https://id.wikipedia.org/wiki/Kadipat%C3%A8n_Mangkunagaran,https://upload.wikimedia.org/wikipedia/commons/d/d8/COLLECTIE_TROPENMUSEUM_De_vorst_Mangkoe_Negoro_VI_bestuurder_van_het_gebied_Mangkoe_Negaram_op_vijfenveertigjarige_leeftijd_TMnr_10001300.jpg,"Kadipaten Mangkunegaran (bahasa Jawa: ꦑꦢꦶꦥꦠꦺꦤ꧀ꦩꦁꦏꦸꦤꦒꦫꦤ꧀, translit. Kadipatèn Mangkunagaran) atau disebut pula Praja Mangkunegaran adalah sebuah monarki kadipaten otonom di Pulau Jawa bagian tengah yang pernah menjadi negara vasal dependen dari Hindia Belanda, negara ini berdiri sejak tahun 1757 sampai sekarang. Penguasanya merupakan bagian dari Wangsa Mataram, yang dimulai dari Mangkunagara I (Raden Mas Said). Meskipun secara pemerintahan memiliki status otonom yang sama dengan tiga monarki pecahan Mataram lainnya, penguasa Kadipaten Mangkunegaran tidak memiliki otoritas yang sejajar dengan Kasunanan Surakarta dan Kesultanan Yogyakarta, khususnya secara adat. Para penguasa Kadipaten Mangkunegaran tidak berhak menyandang gelar Susuhunan (Sunan) ataupun Sultan, melainkan bergelar Adipati."
http://127.0.0.1:3333/Majapahitbarat,https://id.wikipedia.org/wiki/Majapahit,https://upload.wikimedia.org/wikipedia/commons/0/0a/129_Yaksini_as_Waterspout%2C_mojokerto%2C_East_Java%2C_10-11th_c_%2823463414596%29.jpg,"Majapahit (bahasa Jawa: ꧋ꦩꦙꦥꦲꦶꦠ꧀; pengucapan bahasa Jawa: [madʒapaɪt]; Sanskerta: Vilvatikta; Kawi: Wilwatikta) adalah sebuah kemaharajaan yang berpusat di Mojokerto, Jawa Timur, Indonesia, yang pernah berdiri tahun 1293–1527 M. Kemaharajaan ini didirikan oleh Raden Wijaya menantu Kertanagara, maharaja Singhasari terakhir, dan mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di Nusantara pada masa kekuasaan raja Hayam Wuruk, yang berkuasa dari tahun 1350–1389.Dalam Babad babad kuno Majapahit juga memiliki nama lain yaitu Maospait,Mojolengko,Wilwatikta dll.
Kemaharajaan Majapahit adalah kemaharajaan Hindu-Buddha terakhir yang menguasai Nusantara dan dianggap sebagai monarki terbesar dalam sejarah Indonesia. Menurut Negarakertagama, kekuasaannya terbentang dari Jawa, Sumatra, Semenanjung Malaya, Kalimantan, Filipina (Kepulauan Sulu), Manila (Saludung), Sulawesi, Papua, dan lainnya. Sisa-sisa peninggalan arkeologis dan reruntuhan bangunan kunonya banyak ditemukan di Kabupaten Mojokerto, karena pernah menjadi ibukota Majapahit.Situs Keraton era Kertawijaya sampai Singawardhana ditemukan di situs kumitir selatan trowulan mojokerto.

Sejarah mengenai kemaharajaan Majapahit masih menjadi salah satu subjek penelitian yang menarik untuk dibahas dan ditelusuri lebih jauh lagi."
http://127.0.0.1:3333/KaptenLange,https://id.wikipedia.org/wiki/Perang_Padri,https://upload.wikimedia.org/wikipedia/commons/a/a1/2017-fr.wp-orange-source.svg,"Perang Padri (juga dikenal sebagai Perang Minangkabau) adalah perang yang terjadi dari tahun 1803 sampai 1837 di Sumatera Barat, Indonesia antara kaum Padri dan Adat. Kaum Padri adalah umat muslim yang ingin menerapkan Syariat Islam di negeri Minangkabau di Sumatera Barat. Sedangkan kaum Adat mencakup para bangsawan dan ketua-ketua adat di sana. Mereka meminta tolong kepada Belanda, yang kemudian ikut campur pada tahun 1821 dan menolong kaum Adat mengalahkan faksi Padri.

Perang Padri dianggap dimulai pada tahun 1803, sebelum campur tangan Belanda, dan merupakan konflik yang pecah di negeri Minangkabau ketika kaum Padri mulai memberangus adat istiadat yang mereka anggap sebagai tidak Islami."
http://127.0.0.1:3333/KorpsMarinirKerajaanBelanda,https://id.wikipedia.org/wiki/Korps_Marinir_Republik_Indonesia,https://upload.wikimedia.org/wikipedia/commons/b/b3/105mm_GIAT_LG-1_Mark_II_Indonesian_Marine_Corps.jpg,"Korps Marinir Republik Indonesia (disingkat Kormar RI, juga dikenal sebagai Korps Marinir Tentara Nasional Indonesia Angkatan Laut disingkat Kormar TNI AL) adalah sebuah unit pasukan Tentara Nasional Indonesia yang menyelenggarakan operasi amfibi, pertahanan pantai, pengamanan pulau terluar strategis, pembinaan potensi maritim, serta pembinaan kekuatan dan kesiapan operasi satuan Marinir untuk menjadi kekuatan pertahanan keamanan dalam rangka OMP dan OMSP. 
Kormar RI memiliki kedudukan sebagai Komando Utama Operasi Tentara Nasional Indonesia dan Komando Utama Pembinaan TNI Angkatan Laut.
Korps Marinir dipimpin oleh seorang Komandan yang berkedudukan di bawah dan bertanggung jawab kepada Panglima TNI. Markas Korps Marinir terletak di Jalan Prajurit KKO Usman dan Harun, Kwitang, Senen, Jakarta Pusat. Pada saat ini, Korps Marinir terdiri dari tiga divisi, yaitu:

Pasukan Marinir 1 di Cilincing, Jakarta Utara
Pasukan Marinir 2 di Gedangan, Sidoarjo, Jawa Timur
Pasukan Marinir 3 di Klaurung, Sorong, Papua Barat Daya


== Sejarah ==


=== Awal Pembentukan ===
Cikal bakal Korps Marinir bermula dari tanggal 15 November 1945, di mana nama Corps Mariniers tercantum dalam Pangkalan IV ALRI Tegal sehingga tanggal ini dijadikan sebagai hari lahir Korps Marinir. 
Selanjutnya berdasarkan Surat Keputusan Menteri Pertahanan No. A/565/1948 pada tanggal 9 Oktober 1948 ditetapkan adanya Korps Komando di dalam jajaran Angkatan Laut."
http://127.0.0.1:3333/JohannesPel,https://id.wikipedia.org/wiki/Johannes_Ludovicius_Jakobus_Hubertus_Pel,https://upload.wikimedia.org/wikipedia/commons/b/bd/Jirat_Pel.JPG,"Johannes Ludovicius Jakobus Hubertus Pel (10 Januari 1823 – 23 Februari 1876) adalah tokoh militer Belanda yang menjadi komandan di Kutaraja (pusat pertahanan) di bawah Jend. Jan van Swieten yang kemudian menggantikannya sebagai Mayor Jenderal. Setelah itu Pel diangkat sebagai penguasa sipil dan militer di Aceh.

Setelah kekalahan yang dialami May. Joost Hendrik Romswinckel dalam Perang Aceh Kedua, pasukan Belanda pulang ke Batavia (sekarang Jakarta) pada tanggal 26 April 1874."
http://127.0.0.1:3333/tentaraBelanda,https://id.wikipedia.org/wiki/Tentara_Kerajaan_Hindia_Belanda,https://upload.wikimedia.org/wikipedia/commons/4/40/Affiche_voor_werving_voor_het_KNIL._Advertentie_van_de_Koloniale_Reserve_uit_1938._Poster_for_recruitment_for_the_KNIL._1938_Colonial_Reserve_advertisement._Royal_Netherlands_East_Indies_Army_Koninklijk_Nederlandsch-Indisch_Leger.jpg,"Tentara Kerajaan Hindia Belanda (bahasa Belanda: het Koninklijke Nederlands(ch)-Indische Leger, disingkat KNIL) adalah angkatan perang kolonial Hindia Belanda. KNIL memiliki unit angkatan udaranya sendiri yang bernama Militaire Luchtvaart van het Koninklijk Nederlands-Indisch Leger dan beberapa elemen Angkatan Laut Kerajaan Belanda juga ditempatkan di Hindia Belanda.
Meskipun KNIL melayani pemerintahan Hindia Belanda, banyak anggotanya yang berasal dari pribumi Hindia Belanda, orang-orang Afrika dari Guinea Belanda (Belanda Hitam), dan orang-orang Indo-Belanda. Di antara mereka yang pernah menjadi anggota KNIL pada saat menjelang kemerdekaan adalah Soeharto, Mangkunegara VII, Sultan Hamid II, Oerip Soemohardjo, Alex Kawilarang, Abdul Haris Nasution, Gatot Soebroto, dan Tahi Bonar Simatupang yang kelak memegang peranan penting dalam pengembangan dan kepemimpinan di dalam Tentara Nasional Indonesia.


== Sejarah ==


=== Sejarah awal ===
Sebelum kepemilikan VOC diambil alih oleh Kerajaan Belanda, VOC pernah menyewa Resimen Württemberg pada tahun 1790-1808, yang berjumlah sekitar 2.000 tentara."
http://127.0.0.1:3333/WangJingwei,https://id.wikipedia.org/wiki/Wang_Jingwei,https://upload.wikimedia.org/wikipedia/commons/0/02/Arrow_left_pictogram.png,"Wang Jingwei (4 Mei 1883 – 10 November 1944, lebih dikenal dengan nama penanya ""Jingwei"") adalah seorang politikus Tiongkok. Awalnya ia merupakan anggota sayap kiri Kuomintang (KMT), tetapi kemudian menjadi anti-komunis akibat kegagalan upayanya untuk bekerjasama dengan Partai Komunis Tiongkok. Pada akhir kariernya, orientasi politiknya lebih mengarah ke kanan.
Wang merupakan rekan dekat Sun Yat-sen selama dua puluh tahun terakhir kehidupan Sun. Setelah Sun meninggal, Wang bersaing dengan Chiang Kai-shek dalam memperebutkan kekuasaan atas Kuomintang, tetapi gagal."
http://127.0.0.1:3333/PlaekPibulsonggram,https://id.wikipedia.org/wiki/Plaek_Pibulsonggram,https://upload.wikimedia.org/wikipedia/commons/0/02/Arrow_left_pictogram.png,"Jenderal Besar Plaek Phibunsongkhram (Thai: แปลก พิบูลสงครามcode: th is deprecated ; transkripsi alternatif Pibulsongkram atau Pibulsonggram) (lahir di Nonthaburi, Thailand, 14 Juli 1897 – meninggal di Sagamihara, Jepang, 3 Desember 1988 pada umur 66 tahun) secara kontemporer Luang Pibulsonggram, sering juga disebut Phibunsongkhram (Pibul Songgram) atau di barat secara sederhananya disebut Phibun (Pibul), adalah Perdana Menteri dan diktator militer Thailand dari periode 1938 sampai 1944 dan 1948 sampai 1957  ."
http://127.0.0.1:3333/Hirohito,https://id.wikipedia.org/wiki/Hirohito,https://upload.wikimedia.org/wikipedia/commons/d/d4/Crown_Prince_Hirohito_and_Lloyd_George_1921.jpg,"Hirohito (29 April 1901 – 7 Januari 1989), juga dikenal dengan nama anumerta Kaisar Shōwa, adalah kaisar Jepang ke-124, yang memerintah dari tahun 1926 hingga kematiannya pada tahun 1989. Masa pemerintahannya selama lebih dari 62 tahun adalah yang terpanjang dari semua kaisar Jepang dalam sejarah dan salah satu dari raja yang paling lama memerintah di dunia.
Dia adalah kepala negara di bawah Konstitusi Meiji selama ekspansi kekaisaran Jepang, militerisasi, dan Perang Dunia II. Di bawah kepemimpinan Hirohito, Jepang mengobarkan perang di Asia pada tahun 1930-an dan 1940-an.
Setelah Jepang menyerah, meskipun Jepang mengobarkan perang atas nama Hirohito, ia tidak dituntut atas kejahatan perang, karena Jenderal Douglas MacArthur berpikir bahwa kaisar yang berpura-pura kooperatif akan membantu pembangunan Pendudukan Sekutu yang damai dan akan membantu AS mencapai tujuan pascaperangnya. Pada tanggal 1 Januari 1946, di bawah tekanan Sekutu, Kaisar secara resmi melepaskan wewenang keilahiannya."
http://127.0.0.1:3333/WongAgungWilis,https://id.wikipedia.org/wiki/Wong_Agung_Wilis,https://upload.wikimedia.org/wikipedia/commons/a/a5/Banyuwangi_Regency_coat_of_arms.svg,"Wong Agung Wilis, terlahir dengan nama Pangeran Putra II (lahir di Blambangan kira-kira pada 1680-an hingga 1720-an – meninggal di Bali tahun 1780) adalah penguasa Blambangan terakhir yang pernah berkuasa pada periode 1763-1764 dan 1767-1768. Ia memimpin pasukan dalam perlawanan melawan VOC di Blambangan pada tahun 1768.


== Kehidupan Awal ==


=== Keluarga ===
Pangeran Putra II adalah anak dari Pangeran Mas Purba (Pangeran Putra I) alias Prabu Danureja, penguasa Blambangan tahun 1697-1736.
Ibunya adalah seorang putri dari Puri Kabakaba salah satu vasal Kerajaan Mengwi, Bali. Ibunda Pangeran Putra II bukanlah permaisuri dari Pangeran Danureja."
http://127.0.0.1:3333/TentaraKaresidenanMadiun,https://id.wikipedia.org/wiki/Komando_Resor_Militer,https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_the_Indonesian_Army.svg,"Komando Resor Militer atau yang lebih dikenal dengan sebutan Korem adalah satuan teritorial yang berada di bawah Komando Daerah Militer (Kodam). Korem membawahi beberapa Komando Distrik Militer (Kodim), satuan pendukung seperti Polisi Militer, Zeni Bangunan, Pembekalan dan Angkutan, Peralatan, Perhubungan, Kesehatan dan lainnya. Bahkan ada Korem yang mempunyai Yonif teritorial sendiri, seperti Korem 072/Pamungkas mempunyai Yonif Mekanis 403/Wirasada Pratista sebagai Yonif teritorial. Korem dipimpin oleh seorang Komandan Resor Militer yang biasa disebut (Danrem) dengan pangkat Brigjen TNI untuk tipe A dan Kolonel untuk tipe B.
Dalam rencana ke depan, 19 Korem tipe A di Indonesia akan dinaikkan status menjadi Komando Daerah Militer (Kodam) serta 2 Kodam lama dihidupkan kembali dan akan dipimpin oleh perwira tinggi bintang dua."
http://127.0.0.1:3333/KarelvanderHeijden,https://id.wikipedia.org/wiki/Adriaan_Rudolf_Willem_Gey_van_Pittius,https://upload.wikimedia.org/wikipedia/commons/c/c2/Crystal_Clear_app_Login_Manager_2.png,"Adriaan Rudolf Willem Gey van Pittius (13 Agustus 1838 – 16 Januari 1896) adalah letnan jenderal Belanda. Ia adalah komandan Koninklijk Nederlandsch-Indisch Leger, ksatria dan perwira di Militaire Willems-Orde dan ajudan di Dinas Luar Biasa Raja.


== Pendidikan ==
Gey van Pittius menempuh pendidikan di Koninklijke Militaire Academie dan pada tahun 1857 diangkat sebagai letnan dua artileri di Hindia Belanda.


== Karier ==
Gey van Pittius diangkat sebagai letnan satu pada tahun 1859 dan ikut dalam ekspedisi ke pedalaman Palembang pada tahun itu juga. Dengan Dekret Kerajaan 13 April 1860 no."
http://127.0.0.1:3333/AryaWiraraja,https://id.wikipedia.org/wiki/Aria_Wiraraja,https://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg,"Arya Wiraraja atau Banyak Wide adalah nama seorang tokoh Jawa pemimpin pada abad ke-13 M di Jawa dan Madura. Aria Wiraraja adalah Penasehat negara di Kerajaan Singhasari dan sekaligus saudara sepupu Kertanagara.Arya wiraraja Merupakan Cucu dari Ranggawuni / Raja Seminingrat , Ayah dari Arya Wiraraja bernama Nararya Kirana yang juga pernah menjabat sebagai Adipati Wengker lalu pindah tugas ke Lamajang sebagai Adipati pertama dari Kadipaten  Lamajang Tigang Juru. Dalam sejarah, ia dikenal sebagai pengatur siasat pada masa kejatuhan Kerajaan Singhasari dan kematian raja Kertanegara pada 1292, serta bangkitnya Raden Wijaya dalam usaha penaklukan Kerajaan Kadiri dan pendirian Kerajaan Majapahit tahun 1293. Arya Wiraraja memiliki putra yaitu Arya Wirondaya atau Ranggalawe dan Nambi.

Menurut Babad Pararaton, nama kecilnya adalah Banyak Wide, yang secara etimologis yaitu, ""Banyak"" adalah biasanya adalah nama yang disandang kaum Brahmana, sedangkan ""Wide"" yang berarti ""Widya"" yang berarti pengetahuan."
http://127.0.0.1:3333/TeungkuFakinah,https://id.wikipedia.org/wiki/Teungku_Fakinah,https://upload.wikimedia.org/wikipedia/commons/5/5f/COLLECTIE_TROPENMUSEUM_Groepsportret_met_Cut_Nyak_Dhien_de_vrouw_van_Teuku_Umar_na_haar_gevangenneming_TMnr_10018822.jpg,"Teungku Fakinah adalah seorang wanita yang menjadi ulama besar dengan nama singkatnya disebut Teungku Faki, pahlawan perang yang ternama dan pembangunan pendidikan ulung. Dia dilahirkan sekitar tahun 1856 M, di Desa Lam Diran kampung Lam Beunot (Lam Krak). Dalam tubuh Dia mengalir darah ulama dan darah penguasa/bangsawan. Ayahnya bernama Datuk Mahmud seorang pejabat pemerintahan dalam zaman Sultan Alaidin Iskandar Syah. Sedangkan ibunya bernama Teungku Muhammad Sa'at yang terkenal dengan Teungku Chik Lam Pucok, (nama ibunda Tgk Fakinah koq nama seorang laki-laki...?"
http://127.0.0.1:3333/CutNyakDhien,https://id.wikipedia.org/wiki/Cut_Nyak_Dhien,https://upload.wikimedia.org/wikipedia/commons/3/3f/COLLECTIE_TROPENMUSEUM_Dolk_met_rechthoekig_gebogen_hoornen_greep_en_houten_schede_TMnr_151-19.jpg,"Cut Nyak Dhien (ejaan lama: Tjoet Nja' Dhien, (12 Mei 1848 – 6 November 1908); dimakamkan di Gunung Puyuh, Sumedang) adalah seorang Pahlawan Nasional Indonesia dari Aceh yang berjuang melawan Belanda pada masa Perang Aceh. Setelah wilayah VI Mukim diserang, ia mengungsi, sementara suaminya Ibrahim Lamnga bertempur melawan Belanda. Tewasnya Ibrahim Lamnga di Gle Tarum pada tanggal 29 Juni 1878 kemudian menyeret Cut Nyak Dhien lebih jauh dalam perlawanannya terhadap Belanda.
Pada tahun 1880, Cut Nyak Dhien menikah dengan Teuku Umar, setelah sebelumnya ia dijanjikan dapat ikut turun di medan perang jika menerima lamaran tersebut. Dari pernikahan ini Cut Nyak Dhien memiliki seorang anak yang diberi nama Cut Gambang."
http://127.0.0.1:3333/TentaraKerajaanHindiaBelandaKNIL,https://id.wikipedia.org/wiki/Hindia_Belanda,https://upload.wikimedia.org/wikipedia/commons/f/f8/1916_Dutch_East_Indies_-_Art.jpg,"Hindia Belanda atau Hindia Timur Belanda (Belanda: Nederlands(ch)-Indiëcode: nl is deprecated ) adalah sebuah daerah pendudukan Belanda yang wilayahnya saat ini dikenal dengan nama Republik Indonesia. Berdasarkan Perjanjian Inggris-Belanda 1824, Belanda telah menyerahkan Melaka Belanda kepada Inggris, yang dulunya merupakan kegubernuran di Hindia Belanda. Hal ini telah mengkonsolidasikan pemerintahan modern ke negara bagian Melaka di Malaysia. Hindia Belanda dibentuk sebagai hasil dari penasionalan tanah-tanah koloni Vereenigde Oostindische Compagnie (VOC), yang berada di bawah pemerintahan Belanda pada tahun 1800.
Selama abad ke-19, daerah jajahan dan pengaruh Belanda diperluas, mencapai batas wilayah kekuasaan terbesar mereka pada awal abad ke-20."
http://127.0.0.1:3333/GotfriedvanDaalen,https://id.wikipedia.org/wiki/E.C._van_Daalen,https://upload.wikimedia.org/wikipedia/commons/f/f8/Daalen%2C-EC-van.jpg,"Eeldert Christiaan van Daalen (31 Mei 1822 – 6 Maret 1879) adalah kolonel Belanda yang berfungsi sebagai panglima tertinggi Perang Aceh Pertama setelah gugurnya Jend. Johan Harmen Rudolf Köhler.


== Ekspedisi ke Kalimantan Barat ==
Van Daalen bertindak sebagai kapiten selama ekspedisi ke Kalimantan Barat antara tahun 1850-1854. Orang Tionghoa yang banyak berdiam di daerah tersebut telah bersatu membentuk kongsi dan pemerintahan sendiri bernama Republik Lanfang, dan tidak mengakui pemerintah Belanda. Ekspedisi tersebut ditujukan untuk membasmi mereka."
http://127.0.0.1:3333/JohannesBenedictusvanHeutsz,https://id.wikipedia.org/wiki/Joannes_Benedictus_van_Heutsz,https://upload.wikimedia.org/wikipedia/commons/5/54/Batoe_Iliq.jpg,"Joannes Benedictus van Heutsz (pelafalan dalam bahasa Belanda: [joːˈɑnəs beːnəˈdɪktʏs vɑn ˈɦøːt͜s]; 3 Februari 1851 – 11 Juli 1924) adalah seorang perwira militer Belanda yang diangkat menjadi gubernur jenderal Hindia Belanda pada tahun 1904, bertahun-tahun setelah ia menjadi terkenal karena mengakhiri Perang Aceh yang panjang.


== Kehidupan awal dan pendidikan ==
Joannes Benedictus van Heutsz lahir pada tanggal 3 Februari 1851, di Coevorden di Belanda. Ia adalah putra kedua dari Joannes Franciscus van Heutsz dan Maria Lucilla Kocken. Ayah dan kakeknya adalah perwira artileri.
Van Heutsz, seorang siswa yang sulit dan banyak bicara, bersekolah di Breda."
http://127.0.0.1:3333/JanJacobKareldeMoulin,https://id.wikipedia.org/wiki/Jan_Jacob_Karel_de_Moulin,https://upload.wikimedia.org/wikipedia/commons/6/67/Moulin%2C_JJK_de._Generaal_majoor.jpg,"Jan Jacob Karel de Moulin (13 Desember 1845 – 8 Juli 1896) adalah mayor jenderal, gubernur sipil dan militer Aceh dan Jajahannya. Ia merupakan ksatria dalam Militaire Willems-Orde kelas IV serta Orde Singa Belanda.


== Pendidikan ==
De Moulin diangkat sebagai kadet di Koninklijke Militaire Academie untuk senjata artileri di Hindia Belanda dan pada tanggal 10 Juli 1865 diangkat sebagai letnan dua.


== Karier ==
De Moulin bertolak ke Hindia Belanda pada tahun 1866 dan di sana ditempatkan sebagai instruktur di sekolah militer yang berada di Meester Cornelis (kini Jatinegara, Jakarta Timur). Pada tanggal 24 Oktober 1869 ia diangkat sebagai letnan satu."
